label,narrative
Company Policy,We conducted a Missed Approach on the RNAV (GPS) Runway XX Approach due to weather. We were additionally concerned about not being in compliance with 5G Restrictions as a result of not reaching visual conditions by the Final Approach Point. We were unable to fly the ILS Runway XY Approach (which most likely would have remedied the whole situation); and this was due to having STALL PROT speeds and because of the wind conditions. After executing the Missed Approach procedure; we then coordinated with ATC to attempt another RNAV Runway XX Approach. The weather deteriorated to worse conditions than before during our second approach; so we executed another Missed Approach procedure. After our second Missed Approach procedure; our fuel amount was close to our bingo fuel amount and it was necessary to divert to our Alternate Airport; which was ZZZ1. We coordinated with Dispatch and diverted to ZZZ1.After we arrived in ZZZ1 and after speaking with our Dispatcher; I spoke with a Flight Ops Duty Officer to help determine whether or not we could legally attempt a flight back to ZZZ and do so in full compliance with our Flight and Aircraft Manuals; Crew Notices; as well as NOTAMs; given the conditions along with the 5G considerations. The weather was forecast to improve at ZZZ; and we concluded that we legally would be able to return and attempt another landing at ZZZ given all aforementioned considerations. We coordinated with Dispatch and Operations and got nearly fully ready to go; but we then discovered that were over-fueled by approximately 3200 lbs of fuel. We had to remove baggage from our aircraft in order to meet our weight restrictions.We were additionally unable to use our EFB App in order to obtain our release as appropriate revisions digitally after we arrived in ZZZ1. This occurred once again after we arrived in ZZZ (I'm guessing this was likely due to the flight numbers being the same as our first flight leg); so we had to coordinate with Operations on receiving paper copies of our release and revisions; and this may have caused for some additional undue delays. After we executed our first Missed Approach procedure; we were told to fly the Published Missed Approach and got assigned 4000 ft; so we confirmed our instructions with Departure; and got assigned a Hold over ZZZZZ [Intersection]; which we quickly arrived at. I then mistakenly forgot to call our Holding Pattern Entry and Exit times to ATC; and this was likely due to being task saturated from finishing up with our Missed Approach Procedure; Checklists; trying to set up the assigned holding pattern into our FMS; while also communicating with our Flight Attendants; Passengers; and Dispatch.My FO (First Officer) and I both thought that we were familiar with the information presented in Crew Notice XX-XXX as well as 5G considerations in general. That said; we were each individually under the impression that RNAV Approaches were prohibited without an AMOC (Alternative Method of Compliance) (and that Only ILS and Visual Approaches were permissible at 5G-Affected Airports with no AMOC.) Upon further inspection of Crew Notice XX-XXX however; we found more information regarding RNAV Approaches (hidden within the RNP AR paragraph--easy for one to overlook in my opinion); essentially stating that restrictions on RNAV Approaches are NOTAM dependent. Even upon discovering that info however; we were still left questioning in the back of our minds whether or not the RNAV Approach was indeed legal given the 5G/AMOC considerations in concordance with the NOTAMs of our destination. This is ultimately what caused me to ask for the additional opinion of a Flight Ops Duty Officer; as in the moment of it all the information all seemed somewhat convoluted to both of us. We feel as though we did the right thing by making the conservative decision of not flying a legally questionable approach; however it would have been nice to have the information more clear and readily available as that may have potentially prevented any and all confusion in this situation.
Aircraft,On date as we reported to the gate we were informed that our ZZZ-ZZZ1 A320 flight Aircraft X was delayed due to maintenance. When the Tech Operations staff were finished; appropriate MELs were applied including 32-XX-XX inoperative. We complied with the MEL's required O procedures and left the gate at XA54z with 17+1 passengers. First Officer was the PF (Pilot Flying) then as per the MEL a TOGA takeoff was performed at XB10z.After reaching cruise altitude IMC southwest of ZZZ2; we received dashboard fault annunciations and LGCIU 1 fault ECAM. Non-normal SOP's were followed; the FO continued as PF and ECAM steps were performed followed by associated QRH procedures. Multiple systems were inoperative including normal gear extension; nosewheel steering; auto pilot; auto thrust; flight directors and wing anti-ice (operative for 30 seconds after selection). We decided; based on the current winter weather at our destination ZZZ1 along with reported icing conditions; to return to ZZZ. There was a large low weather system advancing northeasterly. ZZZ1 weather was 1SM -SN and OVC004. ZZZ weather was 10SM and BKN055.We requested a diversion back to ZZZ from ATC. ACARS message was sent to Dispatch. Captain communicated with the flight attendants and passengers. During the descent; the Captain took over PF duties. The First Officer reviewed the QRH and inoperative systems. Radar vectors were requested to the current runway in use; [Runway] XXR. After we both had reviewed the inoperative systems we discussed the manual gear extension steps and whether or not to declare an emergency. About this time ZZZ contacted us and informed us CFR would be standing by and that they had chosen to [request priority handling]. Subsequently Approach asked us if we could accept a visual approach Runway XXL. We had sent for landing data to both XX runways. As our landing weight was 116;400 lbs; VMC weather; and dry runway; we informed them we could accept XXL.The landing gear was lowered in accordance with the QRH. Three down and locked indications were verified. The approach and landing were uneventful. Differential braking was used to taxi clear of the runway. The aircraft was stopped; parking brake set and we contacted operations to coordinate a tow back to the gate.
Aircraft,Number 4 Flight Attendant reported a chemical/dirty sock smell in the aft cabin galley after landing at the conclusion of flight. The smell was reported as persistent throughout the descent/approach/landing. Number 4 Flight Attendant reported a headache and nausea; but refused medical attention. She was driven home by her husband.
Aircraft,Air return due to odor reported by Flight Attendant; multiple customers; deadheading crew; and flight deck. Cabin reported the odor when I contacted them to ask them to stay seated on climb out. The First Officer also inquired regarding an odor. I also smelled something but it was faint at that time. Odor increased on climb out then dissipated but later increased to the point customers were complaining. Aft Fight Attendant stated the odor was increasing and prompted a second flight deck call. I contacted Dispatch and began reviewing the Flight Crew Operations Manual. Odor intensified with water ingestion. Numerous customer complaints as well as Flight Attendants in both aft and forward cabin stated it was increasing while we were reviewing options with ispatch. One customer requested medical attention. Odor was present throughout entire cabin and cockpit and we were unable to isolate the source. We decided to return to ZZZ at that point. Completed all checklist and landed safely in ZZZ.
Aircraft,During descent into ZZZZ; we experienced a fume event that lasted for the duration of the flight and taxi to the gate. Maintenance came aboard the aircraft at ZZZZ and also smelled the fumes and they took the aircraft out of service.
Procedure,Upon arriving at the aircraft; the Captain and myself reviewed the logbook. Upon review; we found a previously written up ELAC fault; and a failure of an elevator servojack. Both of these write ups had been cleared. We noted that the write up of the elevator servojack indicated that the aircraft had reverted into Alternate Law. During our cockpit preparations; a Flight Control Class II message appeared; was written up; and placed on MEL.While en route; during the course of my normal instrument scan; I noticed that an ECAM had appeared for F/CTRL ELEV SERVO FAULT; indicating a fault of the Yellow elevator servojack. I should note that the aircraft did not provide any auditory warnings that this ECAM had occurred; leading us to believe that the FWC (Flight Warning Computer) may have failed also.We performed the ECAM actions and reviewed the QRH. This caused us to discuss the fact that this ECAM had been previously written up. We cleared the ECAM item; and shortly thereafter; we saw another ECAM appear.This was the same ECAM of F/CTRL ELEV SERVO FAULT; but now the Green elevator servojack was implicated by the fault. As such; we had now lost half the servojacks on the elevator.At this point; we discussed among ourselves the possibility of the aircraft reverting into alternate law; as this had happened to a previous crew in the previous 2 days. As such; we reviewed the alternate law QRH; and setup the aircraft to land flaps 3 in case we experienced a reversion into alternate law later in the flight. We reviewed the landing distance requirements; and after discussing the issue with Maintenance Control and Dispatch via SATCOM; determined we had the requisite landing distance to continue to ZZZ.No further failures occurred; and we landed without incident. Upon arrival; the Captain wrote up both the servojack failures and the FWC not provided any auditory indications of an ECAM.We briefly discussed the failures with a mechanic; and the crew that was taking over the aircraft.At this point; we proceeded to our next aircraft in order to continue our trip. While we were pushing back; we realized that the aircraft we had written up was also pushing back. This leads me to believe the failed system were simply reset and the aircraft returned to service without troubleshooting.
Human Factors,During initial pushback the pushback driver advised me that we can release the brakes. Once the parking brake was released I heard static on the pushback driver radio and at the same time I noticed we were going backwards. The pushback driver then told us to set brakes and I did. The aircraft rolled back approximately 5 feet. No aircraft damage or personal injury. The pushback driver advised us that the aircraft wasn't properly hooked up to the pushback tug.
Aircraft,I was the pilot flying. Low visibility takeoff from [Runway] XXR in ZZZ. After a 30 second engine run up engines were normal. After v1 at rotation speed we experienced a violent bang followed by a right engine failure with associated yaw and severe vibration. I thought we had hit something during takeoff it was so violent. The FO (First Officer) commented 'what was that followed by engine failure? Flames were reported coming out the tailpipe by Tower. The problem was difficult to identify because the only initial indication was low fuel flow on the right engine; other engine parameters indicated normal. We flew the special engine out procedure. Cleaned up the plane and did the engine fire severe damage checklist. We had an amended release for a takeoff alternate ZZZ1. We requested priority handling and diverted to ZZZ1 climbing to 15;000 ft. The weather at ZZZ1 was VMC and the runways were long cleared. We elected to dump the center tank fuel to lighten the plane for landing. At ZZZ1 we were still overweight for landing so we entered holding and contacted flight control about an overweight landing. We then decided to land on [Runway] XXL AT 335;000 lbs. We landed uneventfully and rolled to the end of the runway where we had fire and rescue inspect the plane and were cleared to parking. This was an extremely challenging worst case scenario with poor weather in mountainous weather and an engine failure right after v1 with a takeoff alternate. The [Relief Pilot] and FO did an outstanding job of helping to identify the failure; run checklists and coordinate with ATC and the company.
Aircraft,During climb through FL340 level 2 Inertial Reference Unit 2FAIL illuminated followed by level 2 LSAS ALL FAIL and YAW [Maintenance Planner] ALL FAIL and an autopilot disconnect. Transferred control to Captain and coordinated a descent to FL270. Complied with all Quick Reference Handbook procedures. Called Dispatch and Maintenance on the SatPhone and with Dispatch concurrence coordinated an [Amended Release] for a return to ZZZ. Uneventful approach and landing at ZZZ.
Aircraft,On approach to ZZZ [Runway] XXL shortly after flaps were selected 35 for landing configuration; we received the Flap Disagree message. On observation of the config page of the system synoptic the flaps were indicating 32 and 29. We executed a go around at approximately 1;200 feet AGL; leveled off at 4;000 MSL. We performed the Slat Disagree checklist.
Human Factors,After landing during the rollout two left main tires blew. We did not know the tires had blown until Tower advised us of our situation. We had already exited the runway then stopped to have the aircraft evaluated by our Mechanics. They decided to put the gear pins in and tug us into parking. The Mechanic advised us no damage to flaps appeared so we retracted flaps and shut down the engines for tow in. We had been on duty since XApm the night before and I believe fatigue played a part in this incident. We were scheduled for three legs and a 10 hour duty day. The third leg ZZZ1-ZZZ led to holding for about 30 minutes. We started an approach then the visibility went below legal. We diverted to ZZZ2 which had been planned while in holding with dispatch. In ZZZ2 Dispatch agreed we would wait out until weather cleared up. The gateway got us some food since we hadn't eaten since XHpm the day before. This pairing had no catering scheduled. We had about 2 hours in ZZZ3 before our flight to ZZZ1. We got the green light to continue back to ZZZ when the incident occurred. I believe we had been on duty close to 13 hours at that point. The weather had improved and the approach seemed stable and touchdown normal. Due to the three MELs we elected to use flaps thirty on all of three flights. The left thrust reverser; all anti skid protection; auto brakes; CAT 3 downgraded; and 1 GPS were all MELd. I believe when I pulled up the 1 reverser I must have applied too much braking action. In hind sight; I wish I had just rolled long and never touched the brakes; however the other 2 legs had been uneventful with flaps 30; 1 thrust reverser; and manual braking with no anti skid or auto brakes.
Human Factors,My crew was assigned to Aircraft X (ZZZ1) turn. The offload showed 28 bags in A1 and 1DG in the AB. I told the crew what was coming off and handed the scanner to the driver; while I went to get the water hose. The water cabinet was blocked by 2 Maintenance vehicles so I had to call for a CSM to come out and have them moved. Being annoyed and distracted about the situation; I proceeded to walk back to the rear of the aircraft as the crew was finishing up with the offloading. I took the ramp link; signed out and told the crew to go in. The flight arrived early; so we had time.[The next] morning before the start of my shift; a ramp CSM came in and told me that she received an email that I had left a DG on Aircraft X yesterday in the AB. I asked her how? She said when the aircraft landed back in ZZZ1 the crew found it in the AB. It was never offloaded in ZZZ.When I approached the rear of the aircraft the crew had just finished the offload. I did not ask the crew if the DG had been unloaded; I assumed it was done. I took the ramp link and proceeded back to the water cabinet to retrieve the water hose. The freight driver was not at the gate to pick up this important [package]/DG. Around XA:00am I pulled up the outbound load sheet. Noticed there were 2 pieces of DG set up for the outbound flight. Which were not on the gate prior to arrival.The ramp CSM notified me that morning and told me we needed to do a Q&A when I had time about the incident. NAME and myself went to the office with the CSM and did the Q & A. When we finished I asked NAME if we could do a [report] on this and he said yes; so he told the CSM that we were going to do the [report]. Due to the ongoing issues system wide and having several new employees I suggest that we remove the SOLID curtain from the rear of the aircraft and replace them with NETTING. I feel that this would simplify things for everyone.
Human Factors,I had been cleared for the ILS XX approach at ZZZ and directed to maintain 3;000 ft. until established. I was in VMC conditions with a broken layer well below my altitude. I was vectored to the final approach course and intercepted it utilizing GPS. Outside the FAF; I attempted to switch NAV sources from GPS to LOC. I believed I had set the NAV 1 radio to VLOC. I later discovered that I had selected VLOC in the NAV 2 radio which was why I was unable to find a LOC 1 setting in my NAV source menu.Switching NAV sources caused the autopilot to disconnect. When I was unable to locate a 'LOC 1' in my NAV source menu; I became distracted by that issue and did not notice that the aircraft had entered a descent. When I did notice the descent; I incorrectly believed I was inside the FAF. Approximately ½ mile outside the FAF; I received a GPWS altitude alert. I responded to the alert by adding power and initiating a climb. Simultaneously; ATC issued a low altitude alert. I advised ATC that I was climbing and requested vectors for another approach. All of this occurred in VMC conditions above a low broken/scattered layer. The subsequent approach was completed without incident through a thin low broken/scattered cloud layer.Learning points. I will ensure that I closely monitor which radio I have configured for the approach. When the autopilot is engaged; I will ensure that I temporarily select HDG mode when changing NAV sources. When I had trouble with the NAV source selection; I should have reengaged the autopilot in HDG and ALT mode while I troubleshot the issue. If the issue could not be troubleshot in a timely manner; it would have been appropriate to request vectors for another approach; this would have provided additional time to identify the issue.While I regret that this incident occurred; I am thankful for my training which enabled me to immediately; and appropriately; respond to the GPWS message. In addition; I am appreciative of the alert ATC Controller who issued the low altitude alert. I am committed to lifetime learning and view this incident as a significant event that will help me be a more proficient pilot. I also plan to share with other pilots so that they may benefit from my learning experience.
Ambiguous,RNAV (GPS) Runway 09R in VMC conditions at ORD. At approximately 300 ft. AGL; received 'Too Low - Terrain' aural warning. Given that we: * had the runway in sight at 15 miles with no terrain obstructions between us and our intended point of landing; * flew the exact RNAV approach profile in VMC conditions; * were stable at 1000 ft. and 500 ft. AGL; and; * were in a perfect position to land safely; I decided it was safe to continue the landing. Received 'Too Low - Terrain' again crossing the Runway 09R threshold at 50 ft. AGL. Landing was uneventful. Additional information: * The following ORD NOTAMS are all valid thru Date 'ILS RWY 09R LOC/GP/DME U/S' 'RWY 09R PAPI U/S' 'RWY 09R ALS U/S' These lead me to believe there has been recent runway construction/expansion. If so; perhaps the EGPWS database does not reflect the change and the runway threshold is not where EGPWS thinks it is. * There was also a '5G' NOTAM; but relief is available via the Company Airport 5G [reference documents].
Human Factors,CA (Captain) taxied to gate following the flight and stopped per marshaller guidance at the gate. Once marshaller gave the stop and chocks in signals; I took off my headset and began to read the shutdown checklist to the CA upon request. As we began the process we noticed the aircraft was rolling back from the gate and the CA applied the brakes to stop the aircraft before it moved more than a few feet. The ground crew plugged in the intercom and advised that they would be hooking up the tow bar and pulling the aircraft forward to the gate. Once the aircraft was pulled forward under tow; we completed the shutdown checklist to completion.CA attempted to set the parking brake unsuccessfully after being given the stop and chocks in signals; which were verified by Station Manager's review of video from the camera at that gate. Station Manager also stated that the aircraft started to move 16 seconds after stopping per the marshaller's signals.Ground crew failed to properly install nose gear chocks after aircraft taxied in. Station Manager stated that the chocks were set on the ground near the nose wheel; but slid out of the way as the aircraft began to roll back from the gate.Pilots need to ensure they check pressure on the brakes when the parking brake is set in the on position. Marshaller's need to ensure that the chocks are installed 'properly/completely' prior to giving pilots the chocks installed signal.
Aircraft,On post flight; Maintenance discovered a slat retraction rod protruding through the skin of the slat retraction panel on the left lower wing outboard of the number one engine.
Environment - Non Weather Related,Encountered wake turbulence on departure. At 1;800 ft. the aircraft immediately banked 30 degrees and was continuing to bank. I disconnected the autopilot and added thrust. We did not deviate from any course or altitude however in order to maintain safety we did not comply with the the noise abatement procedure.
Human Factors,ZZZ1 to ZZZ; we were not serving drinks due to expected turbulence. I made a pot of coffee in the FWD galley to which myself and Flight Attendant (FA) C had one cup. Pilots declined. This pot was then discarded. ZZZ to ZZZ2 we got new pilots. Pilots asked for coffee. I brewed a fresh pot for them and served to them during boarding. On taxi out; Captain (CA) called and asked for us to secure clear zone so he can hand us the coffee as it tastes horrible. I discarded the coffee. At altitude; I dumped the coffee pot and it didn't smell normal. I was thinking that it was just an old coffee pack. Later on; FA-B called me from aft galley stating that both of her coffee makers were making bad coffee as well and that passengers were complaining. I had already served my section but at this point; discontinued all hot beverages. I checked the hot water from the forward galley and the water was cloudy. Pilots were notified.On the Ground in ZZZ2; Maintenance stated that they are emptying the water tank and replacing the filters. Maintenance had the forward galley filter out and said that it was so old that parts of it are missing. He couldn't get the filter out of the socket it had been there that long. We had a crew change at this point; so I am not sure as to what else was discovered at this point.
Human Factors,Crew was briefed on job assignments for inbound Aircraft X arriving from ZZZ. After all cargo was unloaded crew member failed to check aft bulk on A321; resulting in leaving one 34 lbs box restricted article on plane in the bulk compartment.Did not know event occurred until I was notified by a CSM on date.Failure to check aft bulk on the aircraft for any possible cargo that could be loaded in this location.Inbound Aircraft X was turning to ZZZ1. I assume crew offloading flight in ZZZ1 found the 34 lbs box.On all A321 aircraft solid net separating A2 from bulk should have netting similar to net separating A1 from A2. This way person loading aft compartment has a clear view of the bulk. There have been many occurrences through the system with the same problem; with cargo being left in aft bulk; because agent unloading aircraft forgetting to visually check behind solid net.
Human Factors,We was towing Aircraft X to cargo XX. Myself and another Wing Walker and the Crew Chief went to North Cargo XX ahead of aircraft to set up. I was wing walking on the left side of the aircraft. When I looked over to see the Crew Chief holding up the x for stop. I then yelled to the Tow Driver to stop through wireless headset. Myself NAME; NAME1 and NAME2 was involved. While wing walking I looked over to see the Crew Chief holding up the stop sign. Then the aircraft collided into the Company cart. Arriving to North Cargo XX; there was a Company cart in the area where the aircraft would be. I moved the cart to what I thought was a safe place. There was a Manager already on the aircraft conducting an audit. Explained everything to the Manager and the Manager notified every one else.
Human Factors,I did not witness this; I was told after it happened: '#1 tire came loose; while towing airplane from bay to blast fence. Loud popping sound was observed and upon investigation; found #1 tire cockeyed. Removed hubcap and found axle nut completely removed from axle; possible thread damage on axle and axle nut; outboard bearing inboard and outboard retainer and seal damaged; axle nut locking bolt sheared; brake assembly damaged.' 'They observed that the incorrect axle nut may have been possibly installed. This axle was modified and requires the reworked axle nut assembly (yellow colored) but white axle nut was installed and appears to have much play possibly leading to this incident occurring.'I was called to give ok to install the #1; #2; #4 and #6 wheel assemblies of the left Main Landing Gear. I gave them the ok to install and went on other job calls. When the tire installations were completed; I returned to the left Main Landing Gear to verify that all four tires were installed. I did not see the nut installation since the hubcaps; clamps and lock wire were installed. I believe more training is required on how to identify the proper hardware to use on the Main Landing Gear.
Aircraft,I noticed a slight chemical smell during taxi. On takeoff and during climb the smell became very strong. I spoke with the Captain and he stated that he and the First Officer could also smell it in the cockpit. The decision was made to return to ZZZ.
Human Factors,We had pushed back and started engines. Ramp control issued us clearance to taxi to Spot XX via CS. As we were passing [a] Gate an airplane which had pushed back did a 180 deg turn and started to taxi into us. We were moving at ~10 kts. and almost abeam the [other aircraft] when Ramp instructed us to stop and allow [him] in front of us. I had to turn towards the middle of the Ramp and slam on the brakes. The [other] airplane stopped too. After a long pause Ramp told [the other aircraft] to hold and directed us to continue to [Spot] XX.
Ambiguous,Was executing the ILS 28 CAT 2 into SYR. Had everything hooked up for a CAT 2 approach...first approach got to about 180 ft and auto land red light illuminated without and other warnings. We went around.  RVR was still low; came around and tried same approach again. Got same thing at the same altitude on second approach went around again. Went out and visibility came up enough to do a CAT 1 we did that and landed out of that approach.  Called Maintenance Control talked about the issue with the auto land light. He said no anomalies he could see...just wondering if this had anything to do with 5G cellular signals.  At the same time we were having these issues [another] aircraft also coming into SYR was having some sort of issue.
Ambiguous,After receiving a clearance from ORD approach to conduct a RNAV approach for Runway 9R; we were able to execute a fully stable approach.   We then received clearance to land from ORD tower control and as we continued a stable descent below 500 ft. towards the runway; we received two abnormal terrain warning around 300 ft. AGL; that false warning discontinued around 250 ft. AGL. Furthermore; as we continued the descent toward the runway around 50 ft. above the Runway 09R threshold we received another single 'Too low terrain' warning.  Situational Facts: We were in VMC at all the time.  5G related NOTAMs were in effect.  Full AMOC (Alternate Methods of Compliance) approval.  Since we were in VMC and were in safe position to land the aircraft we decided to continue the approach and land safely.
Aircraft,During preflight; smoke reported in cargo area. Evacuated aircraft. Called fire department. Cause was an APU fault.
Aircraft,During departure while climbing out of ZZZ; we got a 'flaps fail' message. We ran the QRH and determined the right flap was at 2 degrees; left flap 0 degrees. ACARSed  Dispatch; Did some calculating and determined we had the fuel to continue to ZZZ1 and there was no safety of flight issue. [Advised ATC] to have the trucks standing by in ZZZ1. Made a 0 Flap landing on Runway XXC without incident; did not overheat the brakes; [notified ATC] and taxied to the gate.
Human Factors,Terrain Warning during visual approach to Runway XX during base leg. Descended early to compensate for close-in vector assigned during visual approach.Suggestion - Closely monitor altitude and descent rate relative to terrain depicted on chart.
Aircraft,We were level at 10;000 feet MSL with Departure Control. We were initially on an RNAV departure but given a vector to turn northward and to delete the speed restriction. This is what they normally do. Nothing unusual so far but as I initiated the left turn to the assigned heading and increased power the aircraft pitched upward rather aggressively. The autopilot was already engaged. It was working normally but for some reason the aircraft pitched upward. We both noticed this and by time I reacted the aircraft pitch attitude was continuing to increase to about 10 degrees nose high before I was able to disconnect the autopilot and take control manually. I pushed forward; trimmed downward; throttled back but by then we were at least 500 feet above our assigned altitude. In the whole process I noticed the amber trim warning light was on momentarily.I'm experienced; have flown for over X years; with approximately 29;000 hours and flew military aircraft for X years with the military and airlines for X years and have not experienced this before. I informed Departure that I had a trim control problem and they asked if I needed any further assistance to which I said I did not. The aircraft was back under control. We had a team of doctors on board; a transplant team. All were okay.I guardedly reengaged the autopilot and there were no additional occurrences and the trim light had already gone out. It was a stand alone occurrence with no forewarning. During the rest of the flight I disengaged the autopilot and ran the pitch trim and reengaged it two or three more times with no unusual occurrences. I'm not sure what caused the issue. In my airline career I was a functional check flight Captain so I am very aware familiar with flight control and trim systems. All I can figure is that possibly the automated trim system rate of response during the turn and thrust increase for some unknown reason could not keep up.
Airport,Aircraft X was taxiing via the North Route and did not stop at Taxiway November 2 as published on the 'North Route.' I have notified local safety chief pilots as this has been an ongoing issue. They have coordinated with Jeppesen to highlight the North Route in bold font. Two of the pilots have suggested that LAWA (Los Angeles World Airports) enhance the sign at 'Checkpoint One' to include verbiage that instructs pilots to stop short of Taxiway November 2 and contact Ground frequency on 121.65. I have notified local management and their suggestion was that I file a report when this happens.  I will continue to report this issue as it happens frequently.
Procedure,Before Aircraft X was switched to Local frequency; the Tower team noticed that Aircraft X was below the MVA and struggling to maintain the correct altitude for the ILS XX approach. We had been listening to radar and noticed no low altitude alert was issued; when required; and/or he wasn't cleared for a visual approach when they had the airport in sight. When Aircraft X checked on to Tower frequency; we used our gut instinct and verified Aircraft X still had the field in sight and cleared him for the visual approach.[I recommend to] follow the FAA directives and issue low altitude alerts when needed to help pilots safely navigate the NAS.
Airport,Aircraft X was taxiing via the North Route and was told to standby. Rather than stopping short of November 2 as is instructed in the North Route; they continued their taxi. Aircraft Y (a reposition aircraft) was on ramp frequency and was approaching November 2 to enter the ramp area. Aircraft X cut off Aircraft Y. I have notified local safety chief pilots as this has been an on going issue. They have coordinated with Jeppesen to hi-light the North Route in bold font. Two of the pilots have suggested that LAWA (Los Angeles World Airports) enhance the sign at 'Checkpoint One' to include verbiage that instructs pilots to stop short of Taxiway November 2 and contact ground frequency on 121.65. I have notified local management and their suggestion was that I file a report when this happens. This was the additional information I was sent from management. Additionally; the issue should be sent to our suggestion program (9-AWP-LAX-Suggestion@faa.gov). If the Joint Sponsors (JS) accept the issue; they will create an issue statement which will then be forwarded to the LSC. It may be sent to the Procedures CWG as well; however that is up to the JS. Either (or both) CWGs should then coordinate with LAWA (and possibly other entities) in regards to correcting this ongoing issue. I will continue to report this issue as it happens frequently. I have sent an email to the suggestion program.
Human Factors,At approximately 100 kts.; during takeoff; ATC advised us to 'Stop'. I saw the aircraft enter the runway and rejected. After communicating with ATC; we talked with the Flight Attendants [and] passengers [and] ran the brake cooling numbers. Before departing we contacted Dispatch; talked also with the Chief Pilot on Call. No issues; continued to destination without further incident.
Aircraft,Aircraft X pushed from the gate at ZZZ and prior to engine start encountered a left Wing-body overheat indication. Dispatch and Maintenance Control consulted and the left pack deferred under MEL. Aircraft Bleeds and packs configured in accordance with MEL. Release 2 with deferral signed. Departure to the south; climb to initial altitude. Re cleared to 13;000 feet en-route to ZZZ1. Passing 10;000 feet cabin altitude and pressurization checked in accordance with SOP; cabin altitude 2;000 feet and differential pressure indicating that the aircraft was pressurizing. Contacted center and cleared to final cruise altitude of FL230. Passing 17;000 feet rechecked cabin altitude/differential pressure; cabin altitude 6;000 feet and differential pressure same as it was on the 10;000 check. Asked for final cruise altitude of FL190; granted. At level off; cabin altitude 8;000 feet and differential same as at 10;000 feet; check. Requested descent to 10;000 feet and cleared to 13;000 feet. In descent to 13;000 feet cabin altitude warning horn/light sounded and illuminated. Immediate action items complied with and descent to 10;000 requested again and granted. Checklist completed and warnings extinguished. Passenger masks did not deploy. [Requested priority handling]; flight attendants briefed. Talked to passengers. Rest of arrival [was] uneventful; landed and taxied to gate. Write up completed; Chief Pilot debriefed; Dispatch debriefed; ZZZ1 maintenance debriefed face to face in Operations Control.
Aircraft,On the climbout at around 17;000 feet while on the L autopilot control yoke started to bump very slightly forward every few seconds; CA (Captain) switched to the C autopilot; same issue. Then switched to R autopilot the problem seemed to be resolved. Continuing on the climbout; at around 23;000 feet; the Captain's EFIS started flickering and as we climbed further the flickering worsened. We requested to level off at 30;000 feet and do a present position hold. Captain assigned the flying duties to me at this point. As we leveled off; the L GEN fault light illuminated and fault showed on EICAS; L CTR tank fault light also illuminated. As the captain was going through the QRH to resolve the issues; we agreed on [requesting priority handling] and return back to ZZZ. We prepared the airplane for arrival back to ZZZ. Captain briefed the FA and accomplished all the QRH; including the overweight landing checklist. Before commencing the ILS to ZZZ; we switched pilot duties and Captain assumed control again of the aircraft. Landed successfully in ZZZ.
Human Factors,During radar vectors to final approach for FLL ILS 10L; Miami Approach provided a call out for unknown traffic type 2;500 ft. (500 ft. below). Told to maintain 3;000 ft.; then provided vector 190 [degrees] base turn to final. Received TCAS Traffic Alert immediately followed by RA on 190 [degrees] roll out heading. TCAS indicated said aircraft as 400 ft. below. Pilot Flying disengaged autopilot and auto throttles followed TCAS RA guidance to remain clear of traffic. Approach acknowledged RA and advised turn to 160 [degrees] when able and clearance for ILS.
Procedure,Flying ILS 9C. At 4000 I noticed the GS signal moving abnormally fast from full up deflection to downward as we intercepted the GS. The movement was so fast the GS captured quickly and the aircraft pitched 5 degrees nose down (AP was on). The FO (First Officer) disconnected the AP but initially continued to follow the FD until I commanded him to pitch up and recover. Once stabilized flight was regained; I noticed an aircraft taxi south across the approach end of the runway on Taxiway Z. We both attributed the erratic GS to this aircraft. Once the aircraft cleared the runway; the signal appeared normal. We continued the approach in VMC. Approximately 2 miles from EZELL; I noticed we were approximately 2200 ft. MSL which is 200 ft. lower than we should have been when on the GS. I attempted to determine what was wrong and visually confirmed we were low by looking at the PAPIs. When we passed EZELL; I noticed we were only 1350 ft. AGL (200-300 lower than we should have been on the GS). I verbalized this to the FO who seemed distracted with the obvious irregularity. We extended the gear and flaps and were fully configured by 1000 ft. The FO disregarded the GS and flew the remaining approach visually. I again noticed another aircraft holding short of [Runway] 9C on Z Taxiway which I assumed caused the GS error. I reported this to ATC which seemed unconcerned and mentioned that an aircraft had not stopped in the correct location. Shortly after; another aircraft; who had heard our transmission; advised ATC that they experienced the same issue. Clearly this is a very unsafe situation and could have numerous consequences. In IMC; we would have gone around. It also may have resulted in a CFIT escape.
